ANN_Options(tanh|3|1|32|0.001),0.2718700510781326,0.8886840285917503,0.2808049296067808,0.8824162036100368
ANN_Options(tanh|3|1|32|0.005),0.27338055781965714,0.8889913190260107,0.2792029415200017,0.8863595626349516
ANN_Options(tanh|3|1|32|0.01),0.2736535301138529,0.8900668356993181,0.27921396216134226,0.8874350241872012
ANN_Options(tanh|3|1|32|0.05),0.2680827737852772,0.8899131904982143,0.2746848497772798,0.8854633446747437
ANN_Options(tanh|3|1|32|0.1),0.27230318300806633,0.8896827225752156,0.2815086190942839,0.8872557805951596
ANN_Options(tanh|3|2|32|0.001),0.2740666172632087,0.8896827225752156,0.2800751719279921,0.8858218318588269
ANN_Options(tanh|3|2|32|0.005),0.2750591093094345,0.8892217869077985,0.285270462510064,0.8779351138730997
ANN_Options(tanh|3|2|32|0.01),0.27058900272625513,0.8904509488142626,0.2787856154489697,0.8838501523463694
ANN_Options(tanh|3|2|32|0.05),0.27549226983054914,0.8879926250425454,0.2869184338228103,0.8790105754253492
ANN_Options(tanh|3|2|32|0.1),0.27430882688911956,0.8919874011046182,0.28428736575873315,0.884925613898619
ANN_Options(tanh|3|3|32|0.001),0.2793842800853897,0.8856111239698283,0.29102593558858986,0.8750672164004344
ANN_Options(tanh|3|3|32|0.005),0.2848131723774645,0.8826918644986413,0.2976219002214207,0.8739917548481848
ANN_Options(tanh|3|3|32|0.01),0.2730060231074802,0.8906045940062083,0.28233379555081867,0.8838501523463694
ANN_Options(tanh|3|3|32|0.05),0.27293929702411224,0.8823077514249077,0.27750091251238934,0.8806237676896209
ANN_Options(tanh|3|3|32|0.1),0.26464270489496267,0.8912959975233603,0.27344492967249695,0.8897651908837417
ANN_Options(tanh|6|1|32|0.001),0.2719696627387054,0.8891449642912203,0.2801240947665782,0.884925613898619
ANN_Options(tanh|6|1|32|0.005),0.27145974791030725,0.8889913190992744,0.27877151597505573,0.8861803190429101
ANN_Options(tanh|6|1|32|0.01),0.2728533051965826,0.8892217869077985,0.282815572960784,0.8800860369775987
ANN_Options(tanh|6|1|32|0.05),0.25978063468771195,0.891449642756517,0.2668958091889686,0.8872557805951596
ANN_Options(tanh|6|1|32|0.1),0.25895824252968425,0.8898363678083723,0.26757055042913513,0.8894067036996586
ANN_Options(tanh|6|2|32|0.001),0.27211301621363587,0.8910655296736254,0.2789737641822055,0.8872557805951596
ANN_Options(tanh|6|2|32|0.005),0.27259694510655735,0.8889913190580636,0.28221488700884817,0.8806237677537234
ANN_Options(tanh|6|2|32|0.01),0.2713805472346195,0.8898363678404251,0.2796605986641991,0.8824162036741393
ANN_Options(tanh|6|2|32|0.05),0.261153408181899,0.8902204808912638,0.27065834020025564,0.8834916651622863
ANN_Options(tanh|6|2|32|0.1),0.2648910943507745,0.8922178689543531,0.2774928183907312,0.8867180498190348
ANN_Options(tanh|6|3|32|0.001),0.2730034590957992,0.8896827225752156,0.2796259416241568,0.8867180498190348
ANN_Options(tanh|6|3|32|0.005),0.2707829629806199,0.8909118845137325,0.2791223109014189,0.8861803190429101
ANN_Options(tanh|6|3|32|0.01),0.2618875789406058,0.8901436583158964,0.26746340828635057,0.8885104857394507
ANN_Options(tanh|6|3|32|0.05),0.26616667862759763,0.8873012215024986,0.2722661821704159,0.8838501523463694
ANN_Options(tanh|6|3|32|0.1),0.2690336651458456,0.8872243988859202,0.274364733929958,0.8860010754508685
ANN_Options(tanh|9|1|32|0.001),0.2727960026455592,0.8892217868757457,0.2794432472447636,0.8872557805951596
ANN_Options(tanh|9|1|32|0.005),0.27121129716020526,0.8886840285917503,0.2798332892389019,0.8838501523463694
