,AP Connection Count,Electricity Demand kBTU/h,Day of Week,Occupied
6/1/18 12:00,513,239.540512,5,1
6/1/18 12:10,457,234.926651,5,1
6/1/18 12:20,401,241.923737,5,1
6/1/18 12:30,406,223.910889,5,1
6/1/18 12:40,410,226.037109,5,1
6/1/18 12:50,384,232.587921,5,1
6/1/18 13:00,368,239.599,5,1
6/1/18 13:10,417,225.431656,5,1
6/1/18 13:20,448,229.478455,5,1
6/1/18 13:30,418,219.429276,5,1
6/1/18 13:40,371,227.0711,5,1
6/1/18 13:50,354,244.043,5,1
6/1/18 14:00,393,236.6154,5,1
6/1/18 14:10,507,271.376984,5,1
6/1/18 14:20,500,244.131927,5,1
6/1/18 14:30,440,247.486908,5,1
6/1/18 14:40,388,228.56752,5,1
6/1/18 14:50,365,250.091736,5,1
6/1/18 15:00,338,235.247131,5,1
6/1/18 15:10,322,261.7278,5,1
6/1/18 15:20,356,236.924011,5,1
6/1/18 15:30,329,244.572922,5,1
6/1/18 15:40,320,244.207169,5,1
6/1/18 15:50,332,231.472076,5,1
6/1/18 16:00,350,239.176926,5,1
6/1/18 16:10,433,229.760056,5,1
6/1/18 16:20,346,213.325348,5,1
6/1/18 16:30,280,201.6568,5,1
6/1/18 16:40,254,193.707474,5,1
6/1/18 16:50,249,189.520844,5,1
6/1/18 17:00,275,185.271271,5,1
6/1/18 17:10,342,187.086456,5,1
6/1/18 17:20,312,184.306808,5,1
6/1/18 17:30,272,185.76825,5,1
6/1/18 17:40,254,185.3173,5,1
6/1/18 17:50,251,190.594284,5,1
6/1/18 18:00,279,196.334549,5,1
6/2/18 14:40,147,156.886551,6,1
6/2/18 14:50,147,150.523376,6,1
6/2/18 15:00,133,147.473114,6,1
6/2/18 15:10,123,145.93222,6,1
6/2/18 15:20,116,152.215637,6,1
6/2/18 15:30,111,141.706085,6,1
6/2/18 15:40,111,153.253662,6,1
6/2/18 15:50,107,154.921677,6,1
6/2/18 16:00,103,145.9608,6,1
6/2/18 16:10,89,132.784729,6,1
6/2/18 16:20,84,143.322311,6,1
6/2/18 16:30,82,136.786392,6,1
6/5/18 12:10,432,251.07341,2,1
6/5/18 12:20,426,240.565491,2,1
6/5/18 12:30,444,230.613327,2,1
6/5/18 12:40,519,222.815826,2,1
6/5/18 12:50,497,234.1682,2,1
6/5/18 13:00,484,241.169327,2,1
6/5/18 13:10,559,241.404541,2,1
6/5/18 13:20,598,242.69368,2,1
6/5/18 13:30,565,234.084213,2,1
6/5/18 13:40,604,250.377029,2,1
6/5/18 13:50,635,253.9055,2,1
6/5/18 14:00,653,233.781143,2,1
6/5/18 14:10,592,245.643616,2,1
6/5/18 14:20,568,234.8584,2,1
6/5/18 14:30,573,232.920975,2,1
6/5/18 14:40,578,228.020355,2,1
6/5/18 14:50,584,250.439758,2,1
6/5/18 15:00,589,250.777023,2,1
6/5/18 15:10,594,241.900162,2,1
6/5/18 15:20,600,245.25943,2,1
6/5/18 15:30,605,238.203979,2,1
6/5/18 15:40,610,235.5592,2,1
6/5/18 15:50,616,222.723175,2,1
6/5/18 16:00,621,235.160538,2,1
6/5/18 16:10,626,244.2385,2,1
6/5/18 16:20,631,249.237534,2,1
6/5/18 16:30,566,245.468933,2,1
6/5/18 16:40,658,248.432144,2,1
6/5/18 16:50,661,233.424973,2,1
6/5/18 17:00,563,238.559647,2,1
6/5/18 17:10,490,218.870209,2,1
6/5/18 17:20,491,225.3594,2,1
6/5/18 17:30,507,217.139648,2,1
6/5/18 17:40,545,223.140289,2,1
6/5/18 17:50,551,233.842285,2,1
6/5/18 18:00,613,239.10939,2,1
6/5/18 18:10,630,244.985748,2,1
6/5/18 18:20,567,232.475769,2,1
6/5/18 18:30,493,225.8937,2,1
6/5/18 18:40,441,259.403534,2,1
6/5/18 18:50,400,250.2769,2,1
6/5/18 19:00,396,230.794449,2,1
6/5/18 19:10,414,241.896378,2,1
6/5/18 19:20,433,243.038956,2,1
6/5/18 19:30,405,240.181747,2,1
6/5/18 19:40,414,242.907349,2,1
6/5/18 19:50,412,246.628769,2,1
6/5/18 20:00,385,254.919815,2,1
6/5/18 20:10,387,248.200043,2,1
6/5/18 20:20,376,231.148438,2,1
6/5/18 20:30,358,225.919113,2,1
6/5/18 20:40,340,228.051025,2,1
6/5/18 20:50,339,213.8372,2,1
6/5/18 21:00,334,201.654724,2,1
6/5/18 21:10,305,206.326019,2,1
6/5/18 21:20,284,208.62088,2,1
6/5/18 21:30,272,185.300674,2,1
6/5/18 21:40,264,183.780762,2,1
6/5/18 21:50,249,175.947464,2,1
6/5/18 22:00,247,182.392181,2,1
6/5/18 22:10,225,176.857986,2,1
6/5/18 22:20,204,164.042221,2,1
6/5/18 22:30,182,179.584167,2,1
6/5/18 22:40,167,174.561111,2,1
6/5/18 22:50,155,183.519073,2,1
6/5/18 23:00,151,165.072754,2,1
6/5/18 23:10,157,160.922668,2,1
6/5/18 23:20,150,164.750076,2,1
6/5/18 23:30,136,171.291733,2,1
6/5/18 23:40,114,173.826767,2,1
6/5/18 23:50,102,179.971863,2,1
6/6/18 0:00,94,164.182175,3,1
6/6/18 0:10,87,149.868942,3,1
6/6/18 0:20,87,146.486237,3,1
6/6/18 0:30,81,152.909622,3,1
6/6/18 0:40,73,155.9093,3,1
6/6/18 0:50,67,151.515091,3,1
6/6/18 1:00,67,140.362671,3,1
6/6/18 1:10,65,153.20813,3,1
6/6/18 1:20,67,146.94693,3,1
6/6/18 1:30,62,151.137085,3,1
6/6/18 1:40,61,152.302673,3,1
6/6/18 1:50,58,152.715012,3,1
6/6/18 2:00,55,143.226669,3,1
6/6/18 2:10,41,104.135483,3,1
6/6/18 2:20,33,90.01262,3,1
6/6/18 2:30,31,101.333374,3,0
6/6/18 2:40,29,107.228882,3,0
6/6/18 2:50,27,99.2965546,3,0
6/6/18 3:00,27,104.748749,3,0
6/6/18 3:10,27,97.25815,3,0
6/6/18 3:20,26,96.74543,3,0
6/6/18 3:30,27,98.64468,3,0
6/6/18 3:40,27,117.906746,3,0
6/6/18 3:50,28,104.164558,3,0
6/6/18 4:00,28,96.63369,3,0
6/6/18 4:10,27,93.3720551,3,0
6/6/18 4:20,27,95.69759,3,0
6/6/18 4:30,26,91.9429245,3,0
6/6/18 4:40,26,103.354759,3,0
6/6/18 4:50,28,97.47579,3,0
6/6/18 5:00,29,84.86708,3,0
6/6/18 5:10,27,79.81638,3,0
6/6/18 5:20,27,84.56818,3,0
6/6/18 5:30,26,82.45881,3,0
6/6/18 5:40,27,82.90715,3,0
6/6/18 5:50,27,70.97402,3,0
6/6/18 6:00,28,72.2207,3,0
6/6/18 6:10,27,101.639961,3,0
6/6/18 6:20,25,101.8342,3,0
6/6/18 6:30,25,91.29486,3,0
6/6/18 6:40,26,81.4968262,3,0
6/6/18 6:50,25,148.299911,3,0
6/6/18 7:00,23,146.956375,3,0
6/6/18 7:10,24,137.033157,3,0
6/6/18 7:20,29,142.694092,3,0
6/6/18 7:30,30,143.02533,3,1
6/6/18 7:40,39,186.374344,3,1
6/6/18 7:50,72,217.764465,3,1
6/6/18 8:00,128,207.2484,3,1
6/6/18 8:10,121,189.81366,3,1
6/6/18 8:20,92,192.204773,3,1
6/6/18 8:30,81,201.842773,3,1
6/6/18 8:40,86,180.106049,3,1
6/6/18 8:50,110,183.93251,3,1
6/6/18 9:00,253,201.881409,3,1
6/6/18 9:10,310,210.677643,3,1
6/6/18 9:20,256,209.390533,3,1
6/6/18 9:30,237,207.995712,3,1
6/6/18 9:40,304,208.415115,3,1
6/6/18 9:50,293,207.197617,3,1
6/6/18 10:00,462,217.879623,3,1
6/6/18 10:10,503,232.47084,3,1
6/6/18 10:20,478,230.328079,3,1
6/6/18 10:30,482,239.207962,3,1
6/6/18 10:40,467,224.481888,3,1
6/6/18 10:50,532,228.752823,3,1
6/6/18 11:00,631,216.129272,3,1
6/6/18 11:10,634,228.089722,3,1
6/6/18 11:20,548,237.287842,3,1
6/6/18 11:30,550,225.8612,3,1
6/6/18 11:40,606,238.568008,3,1
6/6/18 11:50,690,216.034546,3,1
6/6/18 12:00,701,273.837036,3,1
6/6/18 12:10,702,251.081924,3,1
6/6/18 12:20,640,234.649155,3,1
6/6/18 12:30,600,242.467133,3,1
6/6/18 12:40,568,250.243591,3,1
6/6/18 12:50,603,245.811249,3,1
6/6/18 13:00,630,223.750977,3,1
6/6/18 13:10,778,233.6209,3,1
6/6/18 13:20,662,238.957687,3,1
6/6/18 13:30,567,231.96312,3,1
6/6/18 13:40,559,236.600189,3,1
6/6/18 13:50,553,299.88327,3,1
6/6/18 14:00,577,232.5254,3,1
6/6/18 14:10,605,238.4845,3,1
6/6/18 14:20,590,232.368713,3,1
6/6/18 14:30,554,234.1692,3,1
6/6/18 14:40,538,257.462555,3,1
6/6/18 14:50,586,240.954346,3,1
6/6/18 15:00,549,225.896927,3,1
6/6/18 15:10,542,226.396164,3,1
6/6/18 15:20,542,226.112061,3,1
6/6/18 15:30,571,231.912918,3,1
6/6/18 15:40,585,243.728073,3,1
6/6/18 15:50,556,239.7198,3,1
6/6/18 16:00,672,231.112518,3,1
6/6/18 16:10,712,232.810715,3,1
6/6/18 16:20,627,223.4462,3,1
6/6/18 16:30,553,237.758591,3,1
6/6/18 16:40,491,225.622253,3,1
6/6/18 16:50,461,223.649567,3,1
6/6/18 17:00,470,213.626358,3,1
6/6/18 17:10,491,225.653427,3,1
6/6/18 17:20,533,247.694336,3,1
6/6/18 17:30,478,246.375931,3,1
6/6/18 17:40,428,255.828583,3,1
6/6/18 17:50,445,245.522842,3,1
6/6/18 18:00,422,241.154144,3,1
6/6/18 18:10,414,264.6431,3,1
6/6/18 18:20,428,218.681656,3,1
6/6/18 18:30,401,237.933075,3,1
6/6/18 18:40,382,234.153534,3,1
6/6/18 18:50,373,222.38353,3,1
6/6/18 19:00,376,246.678162,3,1
6/6/18 19:10,383,224.338181,3,1
6/6/18 19:20,410,226.994934,3,1
6/6/18 19:30,412,237.97583,3,1
6/6/18 19:40,417,226.986374,3,1
6/6/18 19:50,406,218.218155,3,1
6/6/18 20:00,367,227.473267,3,1
6/6/18 20:10,358,318.682617,3,1
6/6/18 20:20,368,229.506821,3,1
6/6/18 20:30,362,216.584763,3,1
6/6/18 20:40,338,218.235,3,1
6/6/18 20:50,335,224.183609,3,1
6/6/18 21:00,332,204.963135,3,1
6/6/18 21:10,302,203.306213,3,1
6/6/18 21:20,279,203.011032,3,1
6/6/18 21:30,263,194.012192,3,1
6/6/18 21:40,257,194.232635,3,1
6/6/18 21:50,247,196.569809,3,1
6/6/18 22:00,238,184.576843,3,1
6/6/18 22:10,236,191.399582,3,1
6/6/18 22:20,221,182.760361,3,1
6/6/18 22:30,211,175.183487,3,1
6/6/18 22:40,201,178.927963,3,1
6/6/18 22:50,175,172.034744,3,1
6/6/18 23:00,151,182.44017,3,1
6/6/18 23:10,128,163.845871,3,1
6/6/18 23:20,117,166.263535,3,1
6/6/18 23:30,111,177.89595,3,1
6/6/18 23:40,103,164.899017,3,1
6/6/18 23:50,92,167.42215,3,1
6/7/18 0:00,86,186.662109,4,1
6/7/18 0:10,75,151.177292,4,1
6/7/18 0:20,69,155.615967,4,1
6/7/18 0:30,60,150.659592,4,1
6/7/18 0:40,55,153.258316,4,1
6/7/18 0:50,53,156.442017,4,1
6/7/18 1:00,50,146.507675,4,1
6/7/18 1:10,44,153.458252,4,1
6/7/18 1:20,43,151.5077,4,1
6/7/18 1:30,40,158.524918,4,1
6/7/18 1:40,35,160.705292,4,1
6/7/18 1:50,34,155.418854,4,1
6/7/18 2:00,38,153.500183,4,1
6/7/18 2:10,42,107.182304,4,1
6/7/18 2:20,37,96.93601,4,1
6/7/18 2:30,31,97.49915,4,0
6/7/18 2:40,29,106.1981,4,0
6/7/18 2:50,24,109.187782,4,0
6/7/18 3:00,24,105.534363,4,0
6/7/18 3:10,23,100.090073,4,0
6/7/18 3:20,21,109.002647,4,0
6/7/18 3:30,22,97.6466751,4,0
6/7/18 3:40,23,103.522667,4,0
6/7/18 3:50,22,102.796951,4,0
6/7/18 4:00,22,81.55023,4,0
6/7/18 4:10,21,105.933228,4,0
6/7/18 4:20,20,100.98584,4,0
6/7/18 4:30,19,109.859482,4,0
6/7/18 4:40,20,104.273079,4,0
6/7/18 4:50,21,97.2448044,4,0
6/7/18 5:00,20,91.07055,4,0
6/7/18 5:10,18,100.748451,4,0
6/7/18 5:20,17,87.41689,4,0
6/7/18 5:30,18,93.63295,4,0
6/7/18 5:40,18,98.40619,4,0
6/7/18 5:50,19,80.18176,4,0
6/7/18 6:00,18,77.79918,4,0
6/7/18 6:10,17,79.3391342,4,0
6/7/18 6:20,16,102.343681,4,0
6/7/18 6:30,17,104.529282,4,0
6/7/18 6:40,18,88.1458054,4,0
6/7/18 6:50,20,85.21333,4,0
6/7/18 7:00,18,125.077614,4,0
6/7/18 7:10,18,140.129471,4,0
6/7/18 7:20,21,133.032166,4,0
6/7/18 7:30,25,152.603928,4,1
6/7/18 7:40,33,209.68251,4,1
6/7/18 7:50,41,215.9182,4,1
6/7/18 8:00,72,209.848053,4,1
6/7/18 8:10,79,200.5195,4,1
6/7/18 8:20,80,197.8332,4,1
6/7/18 8:30,118,206.970963,4,1
6/7/18 8:40,125,192.639389,4,1
6/7/18 8:50,144,201.044113,4,1
6/7/18 9:00,176,191.9883,4,1
6/7/18 9:10,206,197.608459,4,1
6/7/18 9:20,218,180.707123,4,1
6/7/18 9:30,239,187.169128,4,1
6/7/18 9:40,280,195.453339,4,1
6/7/18 9:50,325,213.9995,4,1
6/7/18 10:00,438,222.265747,4,1
6/7/18 10:10,388,220.24971,4,1
6/7/18 10:20,345,204.671814,4,1
6/7/18 10:30,387,232.705414,4,1
6/7/18 10:40,432,227.563278,4,1
6/7/18 10:50,376,220.011429,4,1
6/7/18 11:00,334,212.064438,4,1
6/7/18 11:10,339,244.018478,4,1
6/7/18 11:20,388,260.97467,4,1
6/7/18 11:30,551,234.605972,4,1
6/7/18 11:40,545,240.964218,4,1
6/7/18 11:50,529,297.401184,4,1
6/7/18 12:00,549,263.478882,4,1
6/7/18 12:10,598,233.074051,4,1
6/7/18 12:20,597,234.568146,4,1
6/7/18 12:30,515,258.606537,4,1
6/7/18 12:40,499,230.815765,4,1
6/7/18 12:50,537,227.946823,4,1
6/7/18 13:00,594,223.89093,4,1
6/7/18 13:10,645,220.728867,4,1
6/7/18 13:20,600,218.364532,4,1
6/7/18 13:30,651,214.066315,4,1
6/7/18 13:40,706,246.874146,4,1
6/7/18 13:50,687,235.033081,4,1
6/7/18 14:00,662,255.065887,4,1
6/7/18 14:10,645,307.203949,4,1
6/7/18 14:20,625,234.48584,4,1
6/7/18 14:30,641,231.183319,4,1
6/7/18 14:40,663,239.026123,4,1
6/7/18 14:50,655,232.6493,4,1
6/7/18 15:00,613,244.029144,4,1
6/7/18 15:10,709,228.745224,4,1
6/7/18 15:20,664,233.05069,4,1
6/7/18 15:30,593,312.051025,4,1
6/7/18 15:40,527,237.35379,4,1
6/7/18 15:50,508,219.722122,4,1
6/7/18 16:00,589,355.094055,4,1
6/7/18 16:10,604,240.739563,4,1
6/7/18 16:20,595,254.234436,4,1
6/7/18 16:30,616,248.740875,4,1
6/7/18 16:40,625,373.910583,4,1
6/7/18 16:50,582,230.720474,4,1
6/7/18 17:00,498,248.4197,4,1
6/7/18 17:10,570,231.352661,4,1
6/7/18 17:20,579,238.564636,4,1
6/7/18 17:30,559,228.303345,4,1
6/7/18 17:40,558,249.185318,4,1
6/7/18 17:50,572,251.286865,4,1
6/7/18 18:00,514,261.0536,4,1
6/7/18 18:10,552,242.066864,4,1
6/7/18 18:20,537,240.4299,4,1
6/7/18 18:30,510,225.086853,4,1
6/7/18 18:40,494,252.503876,4,1
6/7/18 18:50,472,243.6835,4,1
6/7/18 19:00,468,244.003983,4,1
6/7/18 19:10,423,234.457367,4,1
6/7/18 19:20,422,236.342621,4,1
6/7/18 19:30,444,251.650146,4,1
6/7/18 19:40,470,285.3498,4,1
6/7/18 19:50,471,240.6605,4,1
6/7/18 20:00,436,242.8703,4,1
6/7/18 20:10,398,225.225784,4,1
6/7/18 20:20,368,218.29158,4,1
6/7/18 20:30,334,216.759674,4,1
6/7/18 20:40,317,216.848557,4,1
6/7/18 20:50,290,221.857635,4,1
6/7/18 21:00,245,210.397156,4,1
6/7/18 21:10,231,210.731628,4,1
6/7/18 21:20,239,203.0988,4,1
6/7/18 21:30,225,200.464157,4,1
6/7/18 21:40,213,194.549591,4,1
6/7/18 21:50,205,173.744415,4,1
6/7/18 22:00,195,176.857391,4,1
6/7/18 22:10,179,173.501,4,1
6/7/18 22:20,168,160.973175,4,1
6/7/18 22:30,160,154.98056,4,1
6/7/18 22:40,163,153.534637,4,1
6/7/18 22:50,166,157.085785,4,1
6/7/18 23:00,156,157.387466,4,1
6/7/18 23:10,137,163.746033,4,1
6/7/18 23:20,132,164.5598,4,1
6/7/18 23:30,128,163.477066,4,1
6/7/18 23:40,127,161.289368,4,1
6/7/18 23:50,122,164.4904,4,1
6/8/18 0:00,114,127.332184,5,1
6/8/18 0:10,101,154.448578,5,1
6/8/18 0:20,85,160.946259,5,1
6/8/18 0:30,77,149.369156,5,1
6/8/18 0:40,68,164.270157,5,1
6/8/18 0:50,61,154.345139,5,1
6/8/18 1:00,60,150.175888,5,1
6/8/18 1:10,60,152.465408,5,1
6/8/18 1:20,58,157.54747,5,1
6/8/18 1:30,52,155.978989,5,1
6/8/18 1:40,48,155.590057,5,1
6/8/18 1:50,48,158.068924,5,1
6/8/18 2:00,49,153.031265,5,1
6/8/18 2:10,47,110.64888,5,1
6/8/18 2:20,38,106.730225,5,1
6/8/18 2:30,33,107.558495,5,0
6/8/18 2:40,31,99.90053,5,0
6/8/18 2:50,30,86.7977448,5,0
6/8/18 3:00,29,98.24031,5,0
6/8/18 3:10,28,94.37681,5,0
6/8/18 3:20,23,104.275322,5,0
6/8/18 3:30,20,97.0620346,5,0
6/8/18 3:40,19,98.5898056,5,0
6/8/18 3:50,20,103.51828,5,0
6/8/18 4:00,21,137.518784,5,0
6/8/18 4:10,20,85.6716843,5,0
6/8/18 4:20,18,96.9410553,5,0
6/8/18 4:30,17,109.543732,5,0
6/8/18 4:40,18,117.074654,5,0
6/8/18 4:50,19,109.850517,5,0
6/8/18 5:00,20,91.6451,5,0
6/8/18 5:10,20,89.5249939,5,0
6/8/18 5:20,20,86.78206,5,0
6/8/18 5:30,20,83.53274,5,0
6/8/18 5:40,21,89.73812,5,0
6/8/18 5:50,21,81.15143,5,0
6/8/18 6:00,20,90.7268,5,0
6/8/18 6:10,16,84.57265,5,0
6/8/18 6:20,15,88.4659958,5,0
6/8/18 6:30,17,111.389221,5,0
6/8/18 6:40,21,96.40324,5,0
6/8/18 6:50,20,129.272476,5,0
6/8/18 7:00,20,119.721176,5,0
6/8/18 7:10,26,116.53093,5,0
6/8/18 7:20,36,141.5671,5,0
6/8/18 7:30,33,138.90918,5,1
6/8/18 7:40,43,248.635559,5,1
6/8/18 7:50,59,187.61615,5,1
6/8/18 8:00,60,221.973083,5,1
6/8/18 8:10,49,203.09111,5,1
6/8/18 8:20,44,203.124039,5,1
6/8/18 8:30,42,202.396133,5,1
6/8/18 8:40,55,182.442764,5,1
6/8/18 8:50,77,181.2884,5,1
6/8/18 9:00,94,196.963226,5,1
6/8/18 9:10,112,193.983841,5,1
6/8/18 9:20,104,323.876556,5,1
6/8/18 9:30,104,211.888321,5,1
6/8/18 9:40,114,193.021713,5,1
6/8/18 9:50,133,191.414658,5,1
6/8/18 10:00,143,203.1239,5,1
6/8/18 10:10,163,230.143661,5,1
6/8/18 10:20,209,191.250137,5,1
6/8/18 10:30,216,205.775131,5,1
6/8/18 10:40,214,216.383057,5,1
6/8/18 10:50,221,205.940063,5,1
6/8/18 11:00,231,230.681519,5,1
6/8/18 11:10,213,232.320068,5,1
6/8/18 11:20,214,214.820557,5,1
6/8/18 11:30,239,207.319138,5,1
6/8/18 11:40,262,234.744827,5,1
6/8/18 11:50,274,209.371353,5,1
6/8/18 12:00,292,214.955124,5,1
6/8/18 12:10,320,354.9527,5,1
6/8/18 12:20,347,228.8395,5,1
6/8/18 12:30,373,224.015167,5,1
6/8/18 12:40,387,224.241943,5,1
6/8/18 12:50,401,231.124634,5,1
6/8/18 13:00,353,210.052322,5,1
6/8/18 13:10,336,220.64621,5,1
6/8/18 13:20,366,217.607346,5,1
6/8/18 13:30,378,226.034592,5,1
6/8/18 13:40,390,215.272079,5,1
6/8/18 13:50,385,220.307556,5,1
6/8/18 14:00,364,210.383011,5,1
6/8/18 14:10,396,216.7531,5,1
6/8/18 14:20,407,257.199768,5,1
6/8/18 14:30,369,240.539246,5,1
6/8/18 14:40,352,251.8648,5,1
6/8/18 14:50,363,249.681442,5,1
6/8/18 15:00,372,244.748062,5,1
6/8/18 15:10,401,235.621262,5,1
6/8/18 15:20,439,232.430573,5,1
6/8/18 15:30,417,223.958771,5,1
6/8/18 15:40,381,234.687653,5,1
6/8/18 15:50,355,232.133957,5,1
6/8/18 16:00,362,222.839966,5,1
6/8/18 16:10,375,238.656876,5,1
6/8/18 16:20,386,232.664246,5,1
6/8/18 16:30,370,225.8525,5,1
6/8/18 16:40,387,216.1179,5,1
6/8/18 16:50,381,229.022247,5,1
6/8/18 17:00,387,201.77301,5,1
6/8/18 17:10,398,225.240143,5,1
6/8/18 17:20,397,228.2289,5,1
6/8/18 17:30,423,221.16539,5,1
6/8/18 17:40,487,226.124985,5,1
6/8/18 17:50,469,224.371552,5,1
6/8/18 18:00,428,203.9332,5,1
6/8/18 18:10,370,219.634445,5,1
6/8/18 18:20,331,212.108047,5,1
6/8/18 18:30,323,208.151276,5,1
6/8/18 18:40,324,197.307953,5,1
6/8/18 18:50,315,186.625427,5,1
6/8/18 19:00,309,187.017883,5,1
6/8/18 19:10,295,193.0261,5,1
6/8/18 19:20,291,203.520142,5,1
6/8/18 19:30,295,196.773438,5,1
6/8/18 19:40,299,195.890335,5,1
6/8/18 19:50,312,209.038391,5,1
6/8/18 20:00,326,196.781891,5,1
6/8/18 20:10,266,201.441956,5,1
6/8/18 20:20,225,196.533615,5,1
6/8/18 20:30,175,199.292862,5,1
6/8/18 20:40,136,187.437592,5,1
6/8/18 20:50,123,179.5565,5,1
6/8/18 21:00,118,171.6331,5,1
6/8/18 21:10,120,171.200623,5,1
6/8/18 21:20,109,183.031845,5,1
6/8/18 21:30,110,177.36174,5,1
6/8/18 21:40,116,171.204483,5,1
6/8/18 21:50,125,172.106308,5,1
6/8/18 22:00,118,171.744965,5,1
6/8/18 22:10,113,176.158066,5,1
6/8/18 22:20,113,169.500244,5,1
6/8/18 22:30,107,169.36496,5,1
6/8/18 22:40,109,163.203156,5,1
6/8/18 22:50,97,143.637344,5,1
6/8/18 23:00,75,155.937592,5,1
6/8/18 23:10,64,118.765327,5,1
6/8/18 23:20,60,109.635986,5,1
6/8/18 23:30,51,111.481812,5,1
6/8/18 23:40,52,109.954536,5,1
6/8/18 23:50,52,108.602722,5,1
6/9/18 0:00,52,97.2275543,6,1
6/9/18 0:10,51,181.112076,6,1
6/9/18 0:20,48,103.125816,6,1
6/9/18 0:30,47,92.8493042,6,0
6/9/18 0:40,49,95.48008,6,0
6/9/18 0:50,49,97.6750641,6,0
6/9/18 1:00,42,98.22449,6,0
6/9/18 1:10,36,93.39187,6,0
6/9/18 1:20,32,96.66805,6,0
6/9/18 1:30,32,96.0956955,6,0
6/9/18 1:40,34,103.06691,6,0
6/9/18 1:50,32,110.382294,6,0
6/9/18 2:00,29,107.633423,6,0
6/9/18 2:10,27,94.82903,6,0
6/9/18 2:20,26,98.9111252,6,0
6/9/18 2:30,24,96.4073944,6,0
6/9/18 2:40,26,105.101646,6,0
6/9/18 2:50,27,112.905914,6,0
6/9/18 3:00,26,95.96894,6,0
6/9/18 3:10,26,97.11399,6,0
6/9/18 3:20,28,91.3454056,6,0
6/9/18 3:30,28,104.9809,6,0
6/9/18 3:40,25,110.746315,6,0
6/9/18 3:50,18,106.309204,6,0
6/9/18 4:00,16,111.047989,6,0
6/9/18 4:10,17,104.280029,6,0
6/9/18 4:20,17,99.701416,6,0
6/9/18 4:30,17,101.381088,6,0
6/9/18 4:40,15,114.080589,6,0
6/9/18 4:50,12,111.635155,6,0
6/9/18 5:00,12,90.83523,6,0
6/9/18 5:10,13,84.36933,6,0
6/9/18 5:20,14,88.63566,6,0
6/9/18 5:30,13,97.3701248,6,0
6/9/18 5:40,12,90.05268,6,0
6/9/18 5:50,12,88.6832,6,0
6/9/18 6:00,13,73.3873138,6,0
6/9/18 6:10,13,63.99491,6,0
6/9/18 6:20,12,78.08431,6,0
6/9/18 6:30,12,69.72907,6,0
6/9/18 6:40,11,68.5662155,6,0
6/9/18 6:50,12,69.3856659,6,0
6/9/18 7:00,13,88.41965,6,0
6/9/18 7:10,13,179.175629,6,0
6/9/18 7:20,13,156.179565,6,0
6/9/18 7:30,12,149.6878,6,0
6/9/18 7:40,11,153.0874,6,0
6/9/18 7:50,12,146.014481,6,0
6/9/18 8:00,13,143.834717,6,0
6/9/18 8:10,15,145.220444,6,0
6/9/18 8:20,15,139.320724,6,0
6/9/18 8:30,13,137.959732,6,0
6/9/18 8:40,16,142.350235,6,0
6/9/18 8:50,18,162.092224,6,0
6/9/18 9:00,21,152.834641,6,1
6/9/18 9:10,30,157.456085,6,1
6/9/18 9:20,38,153.8254,6,1
6/9/18 9:30,37,150.550964,6,1
6/9/18 9:40,38,151.525421,6,1
6/9/18 9:50,40,148.1964,6,1
6/9/18 10:00,45,155.794052,6,1
6/9/18 10:10,49,152.4819,6,1
6/9/18 10:20,54,165.669144,6,1
6/9/18 10:30,62,156.17215,6,1
6/9/18 10:40,68,176.201065,6,1
6/9/18 10:50,78,160.902557,6,1
6/9/18 11:00,82,163.352142,6,1
6/9/18 11:10,82,163.87175,6,1
6/9/18 11:20,93,167.355682,6,1
6/9/18 11:30,104,169.624023,6,1
6/9/18 11:40,110,163.970779,6,1
6/9/18 11:50,115,190.438065,6,1
6/9/18 12:00,135,182.594208,6,1
6/9/18 12:10,149,177.062958,6,1
6/9/18 12:20,149,188.063431,6,1
6/9/18 12:30,142,194.023376,6,1
6/9/18 12:40,151,175.241882,6,1
6/9/18 12:50,159,174.714661,6,1
6/9/18 13:00,169,185.75943,6,1
6/9/18 13:10,181,189.458786,6,1
6/9/18 13:20,189,195.8303,6,1
6/9/18 13:30,199,189.15741,6,1
6/9/18 13:40,215,191.393311,6,1
6/9/18 13:50,227,188.871155,6,1
6/9/18 14:00,242,198.85379,6,1
6/9/18 14:10,252,187.530487,6,1
6/9/18 14:20,252,179.295258,6,1
6/9/18 14:30,249,190.225479,6,1
6/9/18 14:40,242,185.07402,6,1
6/9/18 14:50,249,180.979324,6,1
6/9/18 15:00,248,180.15451,6,1
6/9/18 15:10,248,182.839508,6,1
6/9/18 15:20,259,196.0377,6,1
6/9/18 15:30,267,198.429886,6,1
6/9/18 15:40,271,189.3302,6,1
6/9/18 15:50,274,195.638077,6,1
6/9/18 16:00,273,191.369965,6,1
6/9/18 16:10,277,188.806351,6,1
6/9/18 16:20,278,189.146484,6,1
6/9/18 16:30,276,190.869217,6,1
6/9/18 16:40,280,201.068344,6,1
6/9/18 16:50,282,195.764816,6,1
6/9/18 17:00,294,190.94899,6,1
6/9/18 17:10,294,189.08316,6,1
6/9/18 17:20,291,185.425827,6,1
6/9/18 17:30,279,182.967743,6,1
6/9/18 17:40,263,183.741577,6,1
6/9/18 17:50,250,190.9774,6,1
6/9/18 18:00,227,179.878418,6,1
6/9/18 18:10,220,186.6311,6,1
6/9/18 18:20,220,171.576828,6,1
6/9/18 18:30,209,181.365784,6,1
